Sequence, Start Point, Lat , Long , End Point, Lat, Long, Distance(mtr)
337,442(3f894),51.490054,-0.204348,154(5f5b4),51.489693,-0.220797,1139.5676825486037
338,154(5f5b4),51.489693,-0.220797,20(31a00),51.480916,-0.23688,1480.7664921293187
340,20(31a00),51.480916,-0.23688,390(95ba0),51.503176,-0.219826,2742.379199054995
341,390(95ba0),51.503176,-0.219826,216(1a5df),51.507942,-0.23052,910.3182870699759
342,216(1a5df),51.507942,-0.23052,388(e269e),51.504937,-0.233993,411.61531292631173
344,388(e269e),51.504937,-0.233993,378(2cc86),51.514824,-0.241494,1215.7800247392602
345,378(2cc86),51.514824,-0.241494,469(4fa0b),51.51742,-0.234721,550.4289801208427
346,469(4fa0b),51.51742,-0.234721,433(5f5cc),51.51525,-0.206081,1996.399068398132
347,433(5f5cc),51.51525,-0.206081,93(3f884),51.517255,-0.20077,429.83742094290324
348,93(3f884),51.517255,-0.20077,468(67e12),51.515267,-0.181478,1353.103723326378
351,468(67e12),51.515267,-0.181478,205(116db),51.513647,-0.18196,183.19761933999456
352,205(116db),51.513647,-0.18196,206(3f4fb),51.505474,-0.192517,1166.0605797330966
353,206(3f4fb),51.505474,-0.192517,291(d24e7),51.501376,-0.189797,493.03677669152984
354,291(d24e7),51.501376,-0.189797,441(7d2d7),51.50062,-0.193474,268.04124406576796
